open_time,open,high,low,close,volume
2026-07-10T01:00:00+00:00,570.80000000,576.69000000,569.66000000,574.95000000,6068.86000000
2026-07-10T02:00:00+00:00,574.95000000,575.70000000,574.00000000,575.41000000,5549.36300000
2026-07-10T03:00:00+00:00,575.42000000,575.88000000,574.44000000,575.52000000,4047.58100000
2026-07-10T04:00:00+00:00,575.52000000,577.34000000,575.01000000,576.19000000,2718.33500000
2026-07-10T05:00:00+00:00,576.20000000,578.14000000,575.39000000,577.42000000,2842.35500000
2026-07-10T06:00:00+00:00,577.42000000,577.66000000,575.91000000,576.57000000,6605.70000000
2026-07-10T07:00:00+00:00,576.58000000,577.18000000,573.86000000,574.00000000,8386.58400000
2026-07-10T08:00:00+00:00,574.00000000,577.16000000,573.93000000,576.05000000,5184.89600000
2026-07-10T09:00:00+00:00,576.06000000,577.16000000,574.79000000,576.62000000,3585.47200000
2026-07-10T10:00:00+00:00,576.63000000,577.66000000,575.45000000,576.33000000,4607.29800000
2026-07-10T11:00:00+00:00,576.34000000,577.32000000,574.75000000,575.59000000,4452.25200000
2026-07-10T12:00:00+00:00,575.60000000,577.00000000,573.56000000,573.63000000,4777.02400000
2026-07-10T13:00:00+00:00,573.63000000,576.69000000,573.00000000,575.59000000,3298.74300000
2026-07-10T14:00:00+00:00,575.59000000,575.70000000,569.63000000,572.22000000,4641.86400000
2026-07-10T15:00:00+00:00,572.22000000,574.54000000,572.12000000,573.86000000,3500.02500000
2026-07-10T16:00:00+00:00,573.86000000,577.50000000,573.86000000,577.17000000,3323.31600000
2026-07-10T17:00:00+00:00,577.17000000,578.31000000,575.92000000,575.93000000,2214.57700000
2026-07-10T18:00:00+00:00,575.93000000,577.58000000,574.75000000,575.28000000,1794.95500000
2026-07-10T19:00:00+00:00,575.29000000,576.78000000,573.87000000,575.99000000,2764.17500000
2026-07-10T20:00:00+00:00,575.99000000,576.37000000,574.73000000,575.23000000,1518.34400000
2026-07-10T21:00:00+00:00,575.23000000,577.01000000,574.69000000,575.85000000,1497.28600000
2026-07-10T22:00:00+00:00,575.86000000,576.57000000,575.65000000,576.04000000,1009.73800000
2026-07-10T23:00:00+00:00,576.05000000,576.42000000,575.16000000,575.43000000,1079.52900000
